1.261877723852317246e+01 1.241247145409491637e+01 1.485721372862460044e+01 1.295321420828504344e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.458458756015971503e+01 1.594144082912049853e+01 0.000000000000000000e+00 1.320097462580361736e+01 1.294116484527796196e+01 0.000000000000000000e+00 1.554201076816978144e+01 1.756152438360941304e+01 1.229364036404339267e+01 1.377555363531445742e+01 1.443224098269490874e+01 1.460823862646742732e+01 1.427019003682347353e+01 1.570534648818683188e+01
0.000000000000000000e+00 1.243762935862304353e+01 1.835260259352444479e+01 1.557257992784469280e+01 1.349726026232512766e+01 1.413664229909280223e+01 1.428548959891236159e+01 1.397632258256744109e+01 1.428482023923078437e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.412389883955373726e+01 1.294018385466490528e+01 1.253857424734352222e+01 1.485441160018739737e+01 1.214614418276325658e+01 0.000000000000000000e+00 1.347488969743296217e+01 1.581399526697989977e+01 1.652696132986270428e+01
1.642273177711001608e+01 1.596224239508966392e+01 0.000000000000000000e+00 1.356724407208832162e+01 0.000000000000000000e+00 1.490368439770244890e+01 0.000000000000000000e+00 1.494221347036760683e+01 0.000000000000000000e+00 1.238811728037369519e+01 0.000000000000000000e+00 1.502271838672476889e+01 1.133581271050269557e+01 1.321432688438905423e+01 1.386394391985851016e+01 1.451207842944742055e+01 0.000000000000000000e+00 1.370108814928738461e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.577315626102977042e+01 0.000000000000000000e+00 1.218525351714164628e+01 1.668194705168238201e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.598833092620303020e+01 1.599978966699846517e+01 0.000000000000000000e+00 1.449972566622424708e+01 1.550724306129348129e+01 1.640515262976296285e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.511285080034843276e+01 0.000000000000000000e+00 1.364979650167529535e+01 1.518977053121327181e+01 1.572859208376466711e+01 1.315503295559058650e+01
1.200219730863764411e+01 1.230868461516912404e+01 1.421052100667771967e+01 1.454016795016313957e+01 1.607165707906540675e+01 1.599048411254949187e+01 1.455268481578908357e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.178325024881169725e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.267928035485617855e+01 1.304736931401555999e+01 1.637491824859974443e+01 1.483662208875453814e+01 0.000000000000000000e+00 1.404105361745078895e+01 1.408482574961555933e+01 0.000000000000000000e+00
1.167877621310919878e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.179018121678455344e+01 1.500860395589131535e+01 1.674863111708720709e+01 1.518995623609958834e+01 1.289070626267376163e+01 0.000000000000000000e+00 1.526098823075628808e+01 1.313818035545947538e+01 1.219161503662261481e+01 1.510910570261267694e+01 1.387580181413246905e+01 1.547397877128230803e+01 0.000000000000000000e+00 1.362326237453639344e+01 1.481556947484432740e+01 1.494834750417104452e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.495990200954969218e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.493452901556436352e+01 0.000000000000000000e+00 1.318628669858595970e+01 1.605629462602730229e+01 0.000000000000000000e+00 1.400028659250451391e+01 0.000000000000000000e+00 1.651992607629636822e+01 1.414390022735850039e+01 1.389791359174837204e+01 1.352649493989285645e+01 0.000000000000000000e+00 1.619035734596605991e+01 1.410568931557484085e+01 1.392992735543947092e+01
1.266337018555435989e+01 1.417267060287492697e+01 0.000000000000000000e+00 1.241310623076040720e+01 0.000000000000000000e+00 1.464986250562917292e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.389868379828207878e+01 1.226767691403009231e+01 1.468551694935213270e+01 1.511836485542677089e+01 1.585088970062568769e+01 0.000000000000000000e+00 1.564762656671490859e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.385689011787485825e+01 1.499321649170746262e+01 1.466557540114116698e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.486331744030689883e+01 1.452416097612578127e+01 1.526505921974210089e+01 0.000000000000000000e+00 1.361441512043165503e+01 0.000000000000000000e+00 1.584971635088931841e+01 0.000000000000000000e+00 1.154136607972942485e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.466512089809457819e+01 1.500765845475013194e+01 1.423904574328517114e+01 0.000000000000000000e+00
1.497910209637466572e+01 0.000000000000000000e+00 1.340607882209028467e+01 1.004407295364205233e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.366189786939415285e+01 1.399945084788338789e+01 1.465430152571510902e+01 0.000000000000000000e+00 1.508419966375817189e+01 1.348163567611515745e+01 1.401889043556353442e+01 0.000000000000000000e+00 1.296105626130525224e+01 0.000000000000000000e+00 1.203407792687269406e+01 1.380381715614900529e+01 1.393175009385767105e+01 1.310551271064166023e+01
